year,obs.hours,species,spcode,behavior,diet,habitat,tolerance,DDT,pop est,size,count,urban %,TOTAL NE POP,deciduous %,evergreen %,mixed %,cropland %,pasture %,cattles and cows,sheep and lambs,CAN arable,CAN built up,CAN natural,Aug NAO,Sept NAO,Oct NAO,Autumn NAO,Apr NAO,May NAO,Spring NAO
1999,1088,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,129,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,127,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,171,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,315,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,681,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,48,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,14,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,332,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4954,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4424,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,367,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
2000,1126.55,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,520,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,164,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,9,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,6435,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,750,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,94,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,169,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,34,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,140,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,493,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,47,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,5,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,197,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2883,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4505,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2000,1126.55,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,169,0.06,43686.55,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0614,0.021,0.1579,-0.29,-0.21,0.92,0.14,-0.03,1.58,0.775
2001,1137.37,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,581,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,158,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,48,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,3842,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,900,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,89,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,176,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,122,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,255,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,573,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,36,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,3,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,275,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3701,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4826,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2001,1137.37,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,329,0.06,45235.674,0.43,0.22,0.46,0.24,0.8,3765622,223487,0.0628,0.0249,0.1523,-0.07,-0.65,-0.24,-0.32,0,-0.02,-0.01
2002,1038.8,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,479,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,215,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,48,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,11858,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,599,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,125,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,119,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,43,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,181,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,706,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,62,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,5,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,241,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3491,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,3110,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2002,1038.8,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,226,0.06,45422.851,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.38,-0.7,-2.28,-0.866666667,1.18,-0.22,0.48
2003,1034.09,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,375,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,218,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,23,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,6122,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,682,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,160,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,97,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,62,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,254,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,675,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,55,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,10,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,231,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3384,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,3649,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2003,1034.09,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,327,0.06,45591.272,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.07,0.01,-1.26,-0.44,-0.18,0.01,-0.085
2004,1093.45,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,358,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,219,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,64,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,6387,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,536,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,89,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,100,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,31,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,187,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,672,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,44,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,11,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,212,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2856,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,2970,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2004,1093.45,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,177,0.06,45733.051,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-0.48,0.38,-1.1,-0.4,1.15,0.19,0.67
2005,1120.68,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,467,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,199,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,114,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,5242,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,1124,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,124,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,198,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,54,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,209,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,480,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,54,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,6,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,346,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4550,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4545,0.06,45799.256,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2005,1120.68,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,470,0.06,45788.972,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,0.37,0.63,-0.98,0.006666667,-0.3,-1.25,-0.775
2006,1066.95,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,411,0.06,45860.98,0.43,0.22,0.46,0.24,0.8,3609722,234634,0.0628,0.0249,0.1523,-1.73,-1.62,-2.24,-1.863333333,1.24,-1.14,0.05
